05029      ;"70062 мышь в кресле /60/";70062;0;11046      ;"РАЗНАЯ";20.0;%;3.260;USD;68.0;;50.0;60.0;0.2;17.0;60;уп.;d:\foto\05029.jpg;2;"";;
05011      ;"70072A-23 мышь 25*15см/48/";70072A-23;0;11046      ;"РАЗНАЯ";20.0;%;3.900;USD;65.0;;45.0;58.0;0.2;12.5;48;уп.;d:\foto\05011.jpg;2;"";;
00933      ;"B 1169 собака 5в. /200/";B1169;0;11046      ;"РАЗНАЯ";20.0;%;2.160;USD;100.0;;57.0;58.0;0.3;0;200;уп.;d:\foto\00933.jpg;2;"";;
17455      ;"B07155 дракончик муз. /120/";B07155;0;11046      ;"РАЗНАЯ";20.0;%;3.500;USD;77.0;;45.0;57.0;0.2;24.4;120;уп.;d:\foto\17455.jpg;2;"";;
01490      ;"BP1741-30 цыпленок Цыпа/96/";BP1741-30;0;11046      ;"РАЗНАЯ";20.0;%;3.900;USD;80.0;;50.0;60.0;0.2;20.5;96;уп.;d:\foto\01490.jpg;2;"";;
06545      ;"BP2224 мышь /240/";BP2224;0;11046      ;"РАЗНАЯ";20.0;%;1.650;USD;64.0;;45.0;66.0;0.2;19.0;240;уп.;d:\foto\06545.jpg;2;"";;
01368      ;"C 4817 звери 3в.48123/42/";C4817 48123;0;11046      ;"РАЗНАЯ";20.0;%;3.470;USD;77.0;;45.0;57.0;0.2;16.0;42;уп.;d:\foto\01368.jpg;2;"";;
06474      ;"C7025 подушка с рисунком/100/";С7025;0;11046      ;"РАЗНАЯ";20.0;%;3.500;USD;69.0;;70.0;100.0;0.5;30.0;100;уп.;d:\foto\06474.jpg;2;"";;
01524      ;"GL103 еж 42см/54/";GL103;0;11046      ;"РАЗНАЯ";20.0;%;4.640;USD;77.0;;46.0;56.0;0.2;15.0;54;уп.;d:\foto\01524.jpg;2;"";;
01337      ;"GL21246 кошка 2 цв.мяу /48/";GL21246;0;11046      ;"РАЗНАЯ";20.0;%;3.470;USD;77.0;;46.0;56.0;0.2;14.0;48;уп.;d:\foto\01337.jpg;2;"";;
01140      ;"GL21253 кошка 2 цв.мяу /72/";GL21253;0;11046      ;"РАЗНАЯ";20.0;%;2.010;USD;77.0;;46.0;56.0;0.2;14.0;72;уп.;d:\foto\01140.jpg;2;"";;
00956      ;"GL21254 кошка 2 цв.мяу /156/";GL21254;0;11046      ;"РАЗНАЯ";20.0;%;1.400;USD;77.0;;46.0;56.0;0.2;15.0;156;уп.;d:\foto\00956.jpg;2;"";;
01171      ;"GL21319-S кот /72/";GL21319-S;0;11046      ;"РАЗНАЯ";20.0;%;3.250;USD;77.0;;46.0;56.0;0.2;15.0;72;уп.;d:\foto\01171.jpg;2;"";;
04599      ;"GL21718 еж с яблоком 28*15 см/30/";21718;0;11046      ;"РАЗНАЯ";20.0;%;4.150;USD;63.0;;45.0;58.0;0.2;11.0;30;уп.;d:\foto\04599.jpg;2;"";;
04578      ;"GL23309 кот 2цв.26*13 см/48/";23309;0;11046      ;"РАЗНАЯ";20.0;%;3.630;USD;63.0;;45.0;58.0;0.2;11.0;48;уп.;d:\foto\04578.jpg;2;"";;
04601      ;"GL23804 кот 2цв.26*13 см/36/";23804;0;11046      ;"РАЗНАЯ";20.0;%;4.040;USD;63.0;;45.0;58.0;0.2;11.0;36;уп.;d:\foto\04601.jpg;2;"";;
07824      ;"H1036 белка в очках /72/";H1036;0;11046      ;"РАЗНАЯ";20.0;%;4.110;USD;65.0;;44.0;58.0;0.2;13.0;72;уп.;d:\foto\07824.jpg;2;"";;
01616      ;"HN197A-1 звери 2в. шкура муз./30/";HN197A-1;0;11046      ;"РАЗНАЯ";20.0;%;9.010;USD;77.0;;46.0;56.0;0.2;14.0;30;уп.;d:\foto\01616.jpg;2;"";;
01520      ;"JS 04-0129 собака шкура муз./64/";JS04-0129;0;11046      ;"РАЗНАЯ";20.0;%;4.870;USD;77.0;;45.0;57.0;0.2;0;64;уп.;d:\foto\01520.jpg;2;"";;
01358      ;"JS04-0116-66-3 медведь 2цв /72/";JS04-0116-66;0;11046      ;"РАЗНАЯ";20.0;%;3.250;USD;77.0;;45.0;57.0;0.2;0;72;уп.;d:\foto\01358.jpg;2;"";;
01409      ;"JW016 звери 4в. 28см /75/";JW016;0;11046      ;"РАЗНАЯ";20.0;%;3.790;USD;77.0;;45.0;57.0;0.2;18.0;75;уп.;d:\foto\01409.jpg;2;"";;
01426      ;"JW017 слон в футбол 24см /48/";JW017;0;11046      ;"РАЗНАЯ";20.0;%;3.110;USD;77.0;;45.0;57.0;0.2;18.0;48;уп.;d:\foto\01426.jpg;2;"";;
